year_film,year_ceremony,ceremony,category,name,film,winner,race
2012,2013,85,ACTOR IN A SUPPORTING ROLE,Philip Seymour Hoffman,The Master,FALSE,white
2012,2013,85,ACTOR IN A SUPPORTING ROLE,Tommy Lee Jones,Lincoln,FALSE,white
2012,2013,85,ACTOR IN A SUPPORTING ROLE,Christoph Waltz,Django Unchained,TRUE,white
2013,2014,86,ACTOR IN A SUPPORTING ROLE,Barkhad Abdi,Captain Phillips,FALSE,black
2013,2014,86,ACTOR IN A SUPPORTING ROLE,Bradley Cooper,American Hustle,FALSE,white
2013,2014,86,ACTOR IN A SUPPORTING ROLE,Michael Fassbender,12 Years a Slave,FALSE,white
2013,2014,86,ACTOR IN A SUPPORTING ROLE,Jonah Hill,The Wolf of Wall Street,FALSE,white
2013,2014,86,ACTOR IN A SUPPORTING ROLE,Jared Leto,Dallas Buyers Club,TRUE,white
2014,2015,87,ACTOR IN A SUPPORTING ROLE,Robert Duvall,The Judge,FALSE,white
2014,2015,87,ACTOR IN A SUPPORTING ROLE,Ethan Hawke,Boyhood,FALSE,white
2014,2015,87,ACTOR IN A SUPPORTING ROLE,Edward Norton,Birdman or (The Unexpected Virtue of Ignorance),FALSE,white
2014,2015,87,ACTOR IN A SUPPORTING ROLE,Mark Ruffalo,Foxcatcher,FALSE,white
2014,2015,87,ACTOR IN A SUPPORTING ROLE,J.K. Simmons,Whiplash,TRUE,white
2015,2016,88,ACTOR IN A SUPPORTING ROLE,Christian Bale,The Big Short,FALSE,white
2015,2016,88,ACTOR IN A SUPPORTING ROLE,Tom Hardy,The Revenant,FALSE,white
2015,2016,88,ACTOR IN A SUPPORTING ROLE,Mark Ruffalo,Spotlight,FALSE,white
2015,2016,88,ACTOR IN A SUPPORTING ROLE,Mark Rylance,Bridge of Spies,TRUE,white
2015,2016,88,ACTOR IN A SUPPORTING ROLE,Sylvester Stallone,Creed,FALSE,white
2016,2017,89,ACTOR IN A SUPPORTING ROLE,Mahershala Ali,Moonlight,TRUE,black
2016,2017,89,ACTOR IN A SUPPORTING ROLE,Jeff Bridges,Hell or High Water,FALSE,white
2016,2017,89,ACTOR IN A SUPPORTING ROLE,Lucas Hedges,Manchester by the Sea,FALSE,white
2016,2017,89,ACTOR IN A SUPPORTING ROLE,Dev Patel,Lion,FALSE,asian
2016,2017,89,ACTOR IN A SUPPORTING ROLE,Michael Shannon,Nocturnal Animals,FALSE,white
2017,2018,90,ACTOR IN A SUPPORTING ROLE,Willem Dafoe,The Florida Project,FALSE,white
2017,2018,90,ACTOR IN A SUPPORTING ROLE,Woody Harrelson,"Three Billboards outside Ebbing, Missouri",FALSE,white
2017,2018,90,ACTOR IN A SUPPORTING ROLE,Richard Jenkins,The Shape of Water,FALSE,white
2017,2018,90,ACTOR IN A SUPPORTING ROLE,Christopher Plummer,All the Money in the World,FALSE,white
2017,2018,90,ACTOR IN A SUPPORTING ROLE,Sam Rockwell,"Three Billboards outside Ebbing, Missouri",TRUE,white
2018,2019,91,ACTOR IN A SUPPORTING ROLE,Mahershala Ali,Green Book,TRUE,black
2018,2019,91,ACTOR IN A SUPPORTING ROLE,Adam Driver,BlacKkKlansman,FALSE,white
2018,2019,91,ACTOR IN A SUPPORTING ROLE,Sam Elliott,A Star Is Born,FALSE,white
2018,2019,91,ACTOR IN A SUPPORTING ROLE,Richard E. Grant,Can You Ever Forgive Me?,FALSE,white
2018,2019,91,ACTOR IN A SUPPORTING ROLE,Sam Rockwell,Vice,FALSE,white
2019,2020,92,ACTOR IN A SUPPORTING ROLE,Tom Hanks,A Beautiful Day in the Neighborhood,FALSE,white
2019,2020,92,ACTOR IN A SUPPORTING ROLE,Anthony Hopkins,The Two Popes,FALSE,white
2019,2020,92,ACTOR IN A SUPPORTING ROLE,Al Pacino,The Irishman,FALSE,white
2019,2020,92,ACTOR IN A SUPPORTING ROLE,Joe Pesci,The Irishman,FALSE,white
2019,2020,92,ACTOR IN A SUPPORTING ROLE,Brad Pitt,Once upon a Time...in Hollywood,TRUE,white
1927,1928,1,ACTRESS IN A LEADING ROLE,Louise Dresser,A Ship Comes In,FALSE,white
1927,1928,1,ACTRESS IN A LEADING ROLE,Janet Gaynor,7th Heaven,TRUE,white
1927,1928,1,ACTRESS IN A LEADING ROLE,Gloria Swanson,Sadie Thompson,FALSE,white
1928,1929,2,ACTRESS IN A LEADING ROLE,Ruth Chatterton,Madame X,FALSE,white
1928,1929,2,ACTRESS IN A LEADING ROLE,Betty Compson,The Barker,FALSE,white
1928,1929,2,ACTRESS IN A LEADING ROLE,Jeanne Eagels,The Letter,FALSE,white
1928,1929,2,ACTRESS IN A LEADING ROLE,Corinne Griffith,The Divine Lady,FALSE,white
1928,1929,2,ACTRESS IN A LEADING ROLE,Bessie Love,The Broadway Melody,FALSE,white
1928,1929,2,ACTRESS IN A LEADING ROLE,Mary Pickford,Coquette,TRUE,white
1929,1930,3,ACTRESS IN A LEADING ROLE,Nancy Carroll,The Devil's Holiday,FALSE,white
1929,1930,3,ACTRESS IN A LEADING ROLE,Ruth Chatterton,Sarah and Son,FALSE,white
1929,1930,3,ACTRESS IN A LEADING ROLE,Greta Garbo,Anna Christie,FALSE,white
1929,1930,3,ACTRESS IN A LEADING ROLE,Norma Shearer,The Divorcee,TRUE,white
1929,1930,3,ACTRESS IN A LEADING ROLE,Norma Shearer,Their Own Desire,FALSE,white
1929,1930,3,ACTRESS IN A LEADING ROLE,Gloria Swanson,The Trespasser,FALSE,white
1930,1931,4,ACTRESS IN A LEADING ROLE,Marlene Dietrich,Morocco,FALSE,white
1930,1931,4,ACTRESS IN A LEADING ROLE,Marie Dressler,Min and Bill,TRUE,white
1930,1931,4,ACTRESS IN A LEADING ROLE,Irene Dunne,Cimarron,FALSE,white
1930,1931,4,ACTRESS IN A LEADING ROLE,Ann Harding,Holiday,FALSE,white
1930,1931,4,ACTRESS IN A LEADING ROLE,Norma Shearer,A Free Soul,FALSE,white
1931,1932,5,ACTRESS IN A LEADING ROLE,Marie Dressler,Emma,FALSE,white
1931,1932,5,ACTRESS IN A LEADING ROLE,Lynn Fontanne,The Guardsman,FALSE,white
1931,1932,5,ACTRESS IN A LEADING ROLE,Helen Hayes,The Sin of Madelon Claudet,TRUE,white
1932,1933,6,ACTRESS IN A LEADING ROLE,Katharine Hepburn,Morning Glory,TRUE,white
1932,1933,6,ACTRESS IN A LEADING ROLE,May Robson,Lady for a Day,FALSE,white
1932,1933,6,ACTRESS IN A LEADING ROLE,Diana Wynyard,Cavalcade,FALSE,white
1934,1935,7,ACTRESS IN A LEADING ROLE,Claudette Colbert,It Happened One Night,TRUE,white
1934,1935,7,ACTRESS IN A LEADING ROLE,Bette Davis,Of Human Bondage,FALSE,white
1934,1935,7,ACTRESS IN A LEADING ROLE,Grace Moore,One Night of Love,FALSE,white
1934,1935,7,ACTRESS IN A LEADING ROLE,Norma Shearer,The Barretts of Wimpole Street,FALSE,white
1935,1936,8,ACTRESS IN A LEADING ROLE,Elisabeth Bergner,Escape Me Never,FALSE,white
1935,1936,8,ACTRESS IN A LEADING ROLE,Claudette Colbert,Private Worlds,FALSE,white
1935,1936,8,ACTRESS IN A LEADING ROLE,Bette Davis,Dangerous,TRUE,white
1935,1936,8,ACTRESS IN A LEADING ROLE,Katharine Hepburn,Alice Adams,FALSE,white
1935,1936,8,ACTRESS IN A LEADING ROLE,Miriam Hopkins,Becky Sharp,FALSE,white
1935,1936,8,ACTRESS IN A LEADING ROLE,Merle Oberon,The Dark Angel,FALSE,asian
1936,1937,9,ACTRESS IN A LEADING ROLE,Irene Dunne,Theodora Goes Wild,FALSE,white
1936,1937,9,ACTRESS IN A LEADING ROLE,Gladys George,Valiant Is the Word for Carrie,FALSE,white
1936,1937,9,ACTRESS IN A LEADING ROLE,Carole Lombard,My Man Godfrey,FALSE,white
1936,1937,9,ACTRESS IN A LEADING ROLE,Luise Rainer,The Great Ziegfeld,TRUE,white
1936,1937,9,ACTRESS IN A LEADING ROLE,Norma Shearer,Romeo and Juliet,FALSE,white
1937,1938,10,ACTRESS IN A LEADING ROLE,Irene Dunne,The Awful Truth,FALSE,white
1937,1938,10,ACTRESS IN A LEADING ROLE,Greta Garbo,Camille,FALSE,white
1937,1938,10,ACTRESS IN A LEADING ROLE,Janet Gaynor,A Star Is Born,FALSE,white
1937,1938,10,ACTRESS IN A LEADING ROLE,Luise Rainer,The Good Earth,TRUE,white
1937,1938,10,ACTRESS IN A LEADING ROLE,Barbara Stanwyck,Stella Dallas,FALSE,white
1938,1939,11,ACTRESS IN A LEADING ROLE,Fay Bainter,White Banners,FALSE,white
1938,1939,11,ACTRESS IN A LEADING ROLE,Bette Davis,Jezebel,TRUE,white
1938,1939,11,ACTRESS IN A LEADING ROLE,Wendy Hiller,Pygmalion,FALSE,white
1938,1939,11,ACTRESS IN A LEADING ROLE,Norma Shearer,Marie Antoinette,FALSE,white
1938,1939,11,ACTRESS IN A LEADING ROLE,Margaret Sullavan,Three Comrades,FALSE,white
1939,1940,12,ACTRESS IN A LEADING ROLE,Bette Davis,Dark Victory,FALSE,white
1939,1940,12,ACTRESS IN A LEADING ROLE,Irene Dunne,Love Affair,FALSE,white
1939,1940,12,ACTRESS IN A LEADING ROLE,Greta Garbo,Ninotchka,FALSE,white
1939,1940,12,ACTRESS IN A LEADING ROLE,Greer Garson,"Goodbye, Mr. Chips",FALSE,white
1939,1940,12,ACTRESS IN A LEADING ROLE,Vivien Leigh,Gone with the Wind,TRUE,white
1940,1941,13,ACTRESS IN A LEADING ROLE,Bette Davis,The Letter,FALSE,white
1940,1941,13,ACTRESS IN A LEADING ROLE,Joan Fontaine,Rebecca,FALSE,white
1940,1941,13,ACTRESS IN A LEADING ROLE,Katharine Hepburn,The Philadelphia Story,FALSE,white
1940,1941,13,ACTRESS IN A LEADING ROLE,Ginger Rogers,Kitty Foyle,TRUE,white
1940,1941,13,ACTRESS IN A LEADING ROLE,Martha Scott,Our Town,FALSE,white
1941,1942,14,ACTRESS IN A LEADING ROLE,Bette Davis,The Little Foxes,FALSE,white
1941,1942,14,ACTRESS IN A LEADING ROLE,Olivia de Havilland,Hold Back the Dawn,FALSE,white
1941,1942,14,ACTRESS IN A LEADING ROLE,Joan Fontaine,Suspicion,TRUE,white
1941,1942,14,ACTRESS IN A LEADING ROLE,Greer Garson,Blossoms in the Dust,FALSE,white
1941,1942,14,ACTRESS IN A LEADING ROLE,Barbara Stanwyck,Ball of Fire,FALSE,white
1942,1943,15,ACTRESS IN A LEADING ROLE,Bette Davis,"Now, Voyager",FALSE,white
1942,1943,15,ACTRESS IN A LEADING ROLE,Greer Garson,Mrs. Miniver,TRUE,white
1942,1943,15,ACTRESS IN A LEADING ROLE,Katharine Hepburn,Woman of the Year,FALSE,white
1942,1943,15,ACTRESS IN A LEADING ROLE,Rosalind Russell,My Sister Eileen,FALSE,white
1942,1943,15,ACTRESS IN A LEADING ROLE,Teresa Wright,The Pride of the Yankees,FALSE,white
1943,1944,16,ACTRESS IN A LEADING ROLE,Jean Arthur,The More the Merrier,FALSE,white
1943,1944,16,ACTRESS IN A LEADING ROLE,Ingrid Bergman,For Whom the Bell Tolls,FALSE,white
1943,1944,16,ACTRESS IN A LEADING ROLE,Joan Fontaine,The Constant Nymph,FALSE,white
1943,1944,16,ACTRESS IN A LEADING ROLE,Greer Garson,Madame Curie,FALSE,white
1943,1944,16,ACTRESS IN A LEADING ROLE,Jennifer Jones,The Song of Bernadette,TRUE,white
1944,1945,17,ACTRESS IN A LEADING ROLE,Ingrid Bergman,Gaslight,TRUE,white
1944,1945,17,ACTRESS IN A LEADING ROLE,Claudette Colbert,Since You Went Away,FALSE,white
1944,1945,17,ACTRESS IN A LEADING ROLE,Bette Davis,Mr. Skeffington,FALSE,white
1944,1945,17,ACTRESS IN A LEADING ROLE,Greer Garson,Mrs. Parkington,FALSE,white
1944,1945,17,ACTRESS IN A LEADING ROLE,Barbara Stanwyck,Double Indemnity,FALSE,white
1945,1946,18,ACTRESS IN A LEADING ROLE,Ingrid Bergman,The Bells of St. Mary's,FALSE,white
1945,1946,18,ACTRESS IN A LEADING ROLE,Joan Crawford,Mildred Pierce,TRUE,white
1945,1946,18,ACTRESS IN A LEADING ROLE,Greer Garson,The Valley of Decision,FALSE,white
1945,1946,18,ACTRESS IN A LEADING ROLE,Jennifer Jones,Love Letters,FALSE,white
1945,1946,18,ACTRESS IN A LEADING ROLE,Gene Tierney,Leave Her to Heaven,FALSE,white
1946,1947,19,ACTRESS IN A LEADING ROLE,Olivia de Havilland,To Each His Own,TRUE,white
1946,1947,19,ACTRESS IN A LEADING ROLE,Celia Johnson,Brief Encounter,FALSE,white
1946,1947,19,ACTRESS IN A LEADING ROLE,Jennifer Jones,Duel in the Sun,FALSE,white
1946,1947,19,ACTRESS IN A LEADING ROLE,Rosalind Russell,Sister Kenny,FALSE,white
1946,1947,19,ACTRESS IN A LEADING ROLE,Jane Wyman,The Yearling,FALSE,white
1947,1948,20,ACTRESS IN A LEADING ROLE,Joan Crawford,Possessed,FALSE,white
1947,1948,20,ACTRESS IN A LEADING ROLE,Susan Hayward,Smash-Up--The Story of a Woman,FALSE,white
1947,1948,20,ACTRESS IN A LEADING ROLE,Dorothy McGuire,Gentleman's Agreement,FALSE,white
1947,1948,20,ACTRESS IN A LEADING ROLE,Rosalind Russell,Mourning Becomes Electra,FALSE,white
1947,1948,20,ACTRESS IN A LEADING ROLE,Loretta Young,The Farmer's Daughter,TRUE,white
1948,1949,21,ACTRESS IN A LEADING ROLE,Ingrid Bergman,Joan of Arc,FALSE,white
1948,1949,21,ACTRESS IN A LEADING ROLE,Olivia de Havilland,The Snake Pit,FALSE,white
1948,1949,21,ACTRESS IN A LEADING ROLE,Irene Dunne,I Remember Mama,FALSE,white
1948,1949,21,ACTRESS IN A LEADING ROLE,Barbara Stanwyck,"Sorry, Wrong Number",FALSE,white
1948,1949,21,ACTRESS IN A LEADING ROLE,Jane Wyman,Johnny Belinda,TRUE,white
1949,1950,22,ACTRESS IN A LEADING ROLE,Jeanne Crain,Pinky,FALSE,white
1949,1950,22,ACTRESS IN A LEADING ROLE,Olivia de Havilland,The Heiress,TRUE,white
1949,1950,22,ACTRESS IN A LEADING ROLE,Susan Hayward,My Foolish Heart,FALSE,white
1949,1950,22,ACTRESS IN A LEADING ROLE,Deborah Kerr,"Edward, My Son",FALSE,white
1949,1950,22,ACTRESS IN A LEADING ROLE,Loretta Young,Come to the Stable,FALSE,white
1950,1951,23,ACTRESS IN A LEADING ROLE,Anne Baxter,All about Eve,FALSE,white
1950,1951,23,ACTRESS IN A LEADING ROLE,Bette Davis,All about Eve,FALSE,white
1950,1951,23,ACTRESS IN A LEADING ROLE,Judy Holliday,Born Yesterday,TRUE,white
1950,1951,23,ACTRESS IN A LEADING ROLE,Eleanor Parker,Caged,FALSE,white
1950,1951,23,ACTRESS IN A LEADING ROLE,Gloria Swanson,Sunset Blvd.,FALSE,white
1951,1952,24,ACTRESS IN A LEADING ROLE,Katharine Hepburn,The African Queen,FALSE,white
1951,1952,24,ACTRESS IN A LEADING ROLE,Vivien Leigh,A Streetcar Named Desire,TRUE,white
1951,1952,24,ACTRESS IN A LEADING ROLE,Eleanor Parker,Detective Story,FALSE,white
1951,1952,24,ACTRESS IN A LEADING ROLE,Shelley Winters,A Place in the Sun,FALSE,white
1951,1952,24,ACTRESS IN A LEADING ROLE,Jane Wyman,The Blue Veil,FALSE,white
1952,1953,25,ACTRESS IN A LEADING ROLE,Shirley Booth,"Come Back, Little Sheba",TRUE,white
1952,1953,25,ACTRESS IN A LEADING ROLE,Joan Crawford,Sudden Fear,FALSE,white
1952,1953,25,ACTRESS IN A LEADING ROLE,Bette Davis,The Star,FALSE,white
1952,1953,25,ACTRESS IN A LEADING ROLE,Julie Harris,The Member of the Wedding,FALSE,white
1952,1953,25,ACTRESS IN A LEADING ROLE,Susan Hayward,With a Song in My Heart,FALSE,white
1953,1954,26,ACTRESS IN A LEADING ROLE,Leslie Caron,Lili,FALSE,white
1953,1954,26,ACTRESS IN A LEADING ROLE,Ava Gardner,Mogambo,FALSE,white
1953,1954,26,ACTRESS IN A LEADING ROLE,Audrey Hepburn,Roman Holiday,TRUE,white
1953,1954,26,ACTRESS IN A LEADING ROLE,Deborah Kerr,From Here to Eternity,FALSE,white
1953,1954,26,ACTRESS IN A LEADING ROLE,Maggie McNamara,The Moon Is Blue,FALSE,white
1954,1955,27,ACTRESS IN A LEADING ROLE,Dorothy Dandridge,Carmen Jones,FALSE,black
1954,1955,27,ACTRESS IN A LEADING ROLE,Judy Garland,A Star Is Born,FALSE,white
1954,1955,27,ACTRESS IN A LEADING ROLE,Audrey Hepburn,Sabrina,FALSE,white
1954,1955,27,ACTRESS IN A LEADING ROLE,Grace Kelly,The Country Girl,TRUE,white
1954,1955,27,ACTRESS IN A LEADING ROLE,Jane Wyman,Magnificent Obsession,FALSE,white
1955,1956,28,ACTRESS IN A LEADING ROLE,Susan Hayward,I'll Cry Tomorrow,FALSE,white
1955,1956,28,ACTRESS IN A LEADING ROLE,Katharine Hepburn,Summertime,FALSE,white
1955,1956,28,ACTRESS IN A LEADING ROLE,Jennifer Jones,Love Is a Many-Splendored Thing,FALSE,white
1955,1956,28,ACTRESS IN A LEADING ROLE,Anna Magnani,The Rose Tattoo,TRUE,white
1955,1956,28,ACTRESS IN A LEADING ROLE,Eleanor Parker,Interrupted Melody,FALSE,white
1956,1957,29,ACTRESS IN A LEADING ROLE,Carroll Baker,Baby Doll,FALSE,white
1956,1957,29,ACTRESS IN A LEADING ROLE,Ingrid Bergman,Anastasia,TRUE,white
1956,1957,29,ACTRESS IN A LEADING ROLE,Katharine Hepburn,The Rainmaker,FALSE,white
1956,1957,29,ACTRESS IN A LEADING ROLE,Nancy Kelly,The Bad Seed,FALSE,white
1956,1957,29,ACTRESS IN A LEADING ROLE,Deborah Kerr,The King and I,FALSE,white
1957,1958,30,ACTRESS IN A LEADING ROLE,Deborah Kerr,"Heaven Knows, Mr. Allison",FALSE,white
1957,1958,30,ACTRESS IN A LEADING ROLE,Anna Magnani,Wild Is the Wind,FALSE,white
1957,1958,30,ACTRESS IN A LEADING ROLE,Elizabeth Taylor,Raintree County,FALSE,white
1957,1958,30,ACTRESS IN A LEADING ROLE,Lana Turner,Peyton Place,FALSE,white
1957,1958,30,ACTRESS IN A LEADING ROLE,Joanne Woodward,The Three Faces of Eve,TRUE,white
1958,1959,31,ACTRESS IN A LEADING ROLE,Susan Hayward,I Want to Live!,TRUE,white
1958,1959,31,ACTRESS IN A LEADING ROLE,Deborah Kerr,Separate Tables,FALSE,white
1958,1959,31,ACTRESS IN A LEADING ROLE,Shirley MacLaine,Some Came Running,FALSE,white
1958,1959,31,ACTRESS IN A LEADING ROLE,Rosalind Russell,Auntie Mame,FALSE,white
1958,1959,31,ACTRESS IN A LEADING ROLE,Elizabeth Taylor,Cat on a Hot Tin Roof,FALSE,white
1959,1960,32,ACTRESS IN A LEADING ROLE,Doris Day,Pillow Talk,FALSE,white
1959,1960,32,ACTRESS IN A LEADING ROLE,Audrey Hepburn,The Nun's Story,FALSE,white
1959,1960,32,ACTRESS IN A LEADING ROLE,Katharine Hepburn,"Suddenly, Last Summer",FALSE,white
1959,1960,32,ACTRESS IN A LEADING ROLE,Simone Signoret,Room at the Top,TRUE,white
1959,1960,32,ACTRESS IN A LEADING ROLE,Elizabeth Taylor,"Suddenly, Last Summer",FALSE,white
1960,1961,33,ACTRESS IN A LEADING ROLE,Greer Garson,Sunrise at Campobello,FALSE,white
1960,1961,33,ACTRESS IN A LEADING ROLE,Deborah Kerr,The Sundowners,FALSE,white
1960,1961,33,ACTRESS IN A LEADING ROLE,Shirley MacLaine,The Apartment,FALSE,white
1960,1961,33,ACTRESS IN A LEADING ROLE,Melina Mercouri,Never on Sunday,FALSE,white
1960,1961,33,ACTRESS IN A LEADING ROLE,Elizabeth Taylor,Butterfield 8,TRUE,white
1961,1962,34,ACTRESS IN A LEADING ROLE,Audrey Hepburn,Breakfast at Tiffany's,FALSE,white
1961,1962,34,ACTRESS IN A LEADING ROLE,Piper Laurie,The Hustler,FALSE,white
1961,1962,34,ACTRESS IN A LEADING ROLE,Sophia Loren,Two Women,TRUE,white
1961,1962,34,ACTRESS IN A LEADING ROLE,Geraldine Page,Summer and Smoke,FALSE,white
1961,1962,34,ACTRESS IN A LEADING ROLE,Natalie Wood,Splendor in the Grass,FALSE,white
1962,1963,35,ACTRESS IN A LEADING ROLE,Anne Bancroft,The Miracle Worker,TRUE,white
1962,1963,35,ACTRESS IN A LEADING ROLE,Bette Davis,What Ever Happened to Baby Jane?,FALSE,white
1962,1963,35,ACTRESS IN A LEADING ROLE,Katharine Hepburn,Long Day's Journey into Night,FALSE,white
1962,1963,35,ACTRESS IN A LEADING ROLE,Geraldine Page,Sweet Bird of Youth,FALSE,white
1962,1963,35,ACTRESS IN A LEADING ROLE,Lee Remick,Days of Wine and Roses,FALSE,white
1963,1964,36,ACTRESS IN A LEADING ROLE,Leslie Caron,The L-Shaped Room,FALSE,white
1963,1964,36,ACTRESS IN A LEADING ROLE,Shirley MacLaine,Irma La Douce,FALSE,white
1963,1964,36,ACTRESS IN A LEADING ROLE,Patricia Neal,Hud,TRUE,white
1963,1964,36,ACTRESS IN A LEADING ROLE,Rachel Roberts,This Sporting Life,FALSE,white
1963,1964,36,ACTRESS IN A LEADING ROLE,Natalie Wood,Love with the Proper Stranger,FALSE,white
1964,1965,37,ACTRESS IN A LEADING ROLE,Julie Andrews,Mary Poppins,TRUE,white
1964,1965,37,ACTRESS IN A LEADING ROLE,Anne Bancroft,The Pumpkin Eater,FALSE,white
1964,1965,37,ACTRESS IN A LEADING ROLE,Sophia Loren,Marriage Italian Style,FALSE,white
1964,1965,37,ACTRESS IN A LEADING ROLE,Debbie Reynolds,The Unsinkable Molly Brown,FALSE,white
1964,1965,37,ACTRESS IN A LEADING ROLE,Kim Stanley,Seance on a Wet Afternoon,FALSE,white
1965,1966,38,ACTRESS IN A LEADING ROLE,Julie Andrews,The Sound of Music,FALSE,white
1965,1966,38,ACTRESS IN A LEADING ROLE,Julie Christie,Darling,TRUE,white
1965,1966,38,ACTRESS IN A LEADING ROLE,Samantha Eggar,The Collector,FALSE,white
1965,1966,38,ACTRESS IN A LEADING ROLE,Elizabeth Hartman,A Patch of Blue,FALSE,white
1965,1966,38,ACTRESS IN A LEADING ROLE,Simone Signoret,Ship of Fools,FALSE,white
1966,1967,39,ACTRESS IN A LEADING ROLE,Anouk Aimee,A Man and a Woman,FALSE,white
1966,1967,39,ACTRESS IN A LEADING ROLE,Ida Kaminska,The Shop on Main Street,FALSE,white
1966,1967,39,ACTRESS IN A LEADING ROLE,Lynn Redgrave,Georgy Girl,FALSE,white
1966,1967,39,ACTRESS IN A LEADING ROLE,Vanessa Redgrave,Morgan!,FALSE,white
1966,1967,39,ACTRESS IN A LEADING ROLE,Elizabeth Taylor,Who's Afraid of Virginia Woolf?,TRUE,white
1967,1968,40,ACTRESS IN A LEADING ROLE,Anne Bancroft,The Graduate,FALSE,white
1967,1968,40,ACTRESS IN A LEADING ROLE,Faye Dunaway,Bonnie and Clyde,FALSE,white
1967,1968,40,ACTRESS IN A LEADING ROLE,Dame Edith Evans,The Whisperers,FALSE,white
1967,1968,40,ACTRESS IN A LEADING ROLE,Audrey Hepburn,Wait until Dark,FALSE,white
1967,1968,40,ACTRESS IN A LEADING ROLE,Katharine Hepburn,Guess Who's Coming to Dinner,TRUE,white
1968,1969,41,ACTRESS IN A LEADING ROLE,Katharine Hepburn,The Lion in Winter,TRUE,white
1968,1969,41,ACTRESS IN A LEADING ROLE,Patricia Neal,The Subject Was Roses,FALSE,white
1968,1969,41,ACTRESS IN A LEADING ROLE,Vanessa Redgrave,Isadora,FALSE,white
1968,1969,41,ACTRESS IN A LEADING ROLE,Barbra Streisand,Funny Girl,TRUE,white
1968,1969,41,ACTRESS IN A LEADING ROLE,Joanne Woodward,"Rachel, Rachel",FALSE,white
1969,1970,42,ACTRESS IN A LEADING ROLE,Genevieve Bujold,Anne of the Thousand Days,FALSE,white
1969,1970,42,ACTRESS IN A LEADING ROLE,Jane Fonda,"They Shoot Horses, Don't They?",FALSE,white
1969,1970,42,ACTRESS IN A LEADING ROLE,Liza Minnelli,The Sterile Cuckoo,FALSE,white
1969,1970,42,ACTRESS IN A LEADING ROLE,Jean Simmons,The Happy Ending,FALSE,white
1969,1970,42,ACTRESS IN A LEADING ROLE,Maggie Smith,The Prime of Miss Jean Brodie,TRUE,white
1970,1971,43,ACTRESS IN A LEADING ROLE,Jane Alexander,The Great White Hope,FALSE,white
1970,1971,43,ACTRESS IN A LEADING ROLE,Glenda Jackson,Women in Love,TRUE,white
1970,1971,43,ACTRESS IN A LEADING ROLE,Ali MacGraw,Love Story,FALSE,white
1970,1971,43,ACTRESS IN A LEADING ROLE,Sarah Miles,Ryan's Daughter,FALSE,white
1970,1971,43,ACTRESS IN A LEADING ROLE,Carrie Snodgress,Diary of a Mad Housewife,FALSE,white
1971,1972,44,ACTRESS IN A LEADING ROLE,Julie Christie,McCabe & Mrs. Miller,FALSE,white
1971,1972,44,ACTRESS IN A LEADING ROLE,Jane Fonda,Klute,TRUE,white
1971,1972,44,ACTRESS IN A LEADING ROLE,Glenda Jackson,Sunday Bloody Sunday,FALSE,white
1971,1972,44,ACTRESS IN A LEADING ROLE,Vanessa Redgrave,"Mary, Queen of Scots",FALSE,white
1971,1972,44,ACTRESS IN A LEADING ROLE,Janet Suzman,Nicholas and Alexandra,FALSE,white
1972,1973,45,ACTRESS IN A LEADING ROLE,Liza Minnelli,Cabaret,TRUE,white
1972,1973,45,ACTRESS IN A LEADING ROLE,Diana Ross,Lady Sings the Blues,FALSE,black
1972,1973,45,ACTRESS IN A LEADING ROLE,Maggie Smith,Travels with My Aunt,FALSE,white
1972,1973,45,ACTRESS IN A LEADING ROLE,Cicely Tyson,Sounder,FALSE,black
1972,1973,45,ACTRESS IN A LEADING ROLE,Liv Ullmann,The Emigrants,FALSE,white
1973,1974,46,ACTRESS IN A LEADING ROLE,Ellen Burstyn,The Exorcist,FALSE,white
1973,1974,46,ACTRESS IN A LEADING ROLE,Glenda Jackson,A Touch of Class,TRUE,white
1973,1974,46,ACTRESS IN A LEADING ROLE,Marsha Mason,Cinderella Liberty,FALSE,white
1973,1974,46,ACTRESS IN A LEADING ROLE,Barbra Streisand,The Way We Were,FALSE,white
1973,1974,46,ACTRESS IN A LEADING ROLE,Joanne Woodward,"Summer Wishes, Winter Dreams",FALSE,white
1974,1975,47,ACTRESS IN A LEADING ROLE,Ellen Burstyn,Alice Doesn't Live Here Anymore,TRUE,white
1974,1975,47,ACTRESS IN A LEADING ROLE,Diahann Carroll,Claudine,FALSE,black
1974,1975,47,ACTRESS IN A LEADING ROLE,Faye Dunaway,Chinatown,FALSE,white
1974,1975,47,ACTRESS IN A LEADING ROLE,Valerie Perrine,Lenny,FALSE,white
1974,1975,47,ACTRESS IN A LEADING ROLE,Gena Rowlands,A Woman under the Influence,FALSE,white
1975,1976,48,ACTRESS IN A LEADING ROLE,Isabelle Adjani,The Story of Adele H.,FALSE,white
1975,1976,48,ACTRESS IN A LEADING ROLE,Ann-Margret,Tommy,FALSE,white
1975,1976,48,ACTRESS IN A LEADING ROLE,Louise Fletcher,One Flew over the Cuckoo's Nest,TRUE,white
1975,1976,48,ACTRESS IN A LEADING ROLE,Glenda Jackson,Hedda,FALSE,white
1975,1976,48,ACTRESS IN A LEADING ROLE,Carol Kane,Hester Street,FALSE,white
1976,1977,49,ACTRESS IN A LEADING ROLE,Marie-Christine Barrault,"Cousin, Cousine",FALSE,white
